date,type,category,vendor_or_party,description,amount_thb,amount_usd,currency_original,source_file,notes
2026-01-22,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-22,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-01-22,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-22,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-01-22,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-01-23,transfer,Other,TFR 20260123 TRANSFER 0866667788,TFR 20260123 TRANSFER 0866667788,-2600.0,-81.25,THB,bank_statement_abc.csv,outgoing transfer
2026-01-25,expense,Other,,Marketing IG ads,-3000.0,-93.75,THB,expenses_2025.csv,
2026-01-25,revenue,Sales,Customer,Matcha Latte/M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Cappuccino/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-01-25,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,24729.0,772.78,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-01-26,expense,Rent & Utilities,CITY POWER ELECTRIC,CITY POWER ELECTRIC,-1290.0,-40.31,THB,bank_statement_abc.csv,
2026-01-26,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-01-26,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1042 Whole milk (litres),-3500.0,-109.38,THB,supplier_invoices.csv,paid
2026-01-28,expense,Dairy & Pastry,,Milk weekly,-4400.0,-137.5,THB,expenses_2025.csv,
2026-01-28,expense,Payroll,Pim,Payroll 2026-01 s001,-20000.0,-625.0,THB,staff_payroll.csv,
2026-01-28,expense,Payroll,Niran,Payroll 2026-01 s002,-18500.0,-578.12,THB,staff_payroll.csv,
2026-01-28,expense,Payroll,Maya,Payroll 2026-01 s003,-19500.0,-609.38,THB,staff_payroll.csv,cash extra 2000
2026-01-28,expense,Payroll,Boom,Payroll 2026-01 s004,-18000.0,-562.5,THB,staff_payroll.csv,
2026-01-28,expense,Dairy & Pastry,GreenLeaf Pastry,INV1043 Mixed pastries,-3780.0,-118.12,THB,supplier_invoices.csv,paid
2026-01-30,expense,Other,POS PURCHASE BIGMART 0000123,POS PURCHASE BIGMART 0000123,-2436.0,-76.12,THB,bank_statement_abc.csv,
2026-01-31,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Cold Brew L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-01-31,revenue,Sales,Customer,Latte/L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-02-01,memo,Sales,Lina's headline,Monthly revenue summary 2026-02,970000,30312.5,THB,monthly_revenue.txt,"Lina's own monthly summary — memo only, not summed"
2026-02-02,expense,Coffee Beans,,Highland Beans Co.,-6800.0,-212.5,THB,expenses_2025.csv,10kg @ 680
2026-02-02,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1044 Whole milk (litres),-4200.0,-131.25,THB,supplier_invoices.csv,paid
2026-02-04,expense,Other,POS PURCHASE BIGMART 0000123,POS PURCHASE BIGMART 0000123,-3051.0,-95.34,THB,bank_statement_abc.csv,
2026-02-04,expense,Dairy & Pastry,GreenLeaf Pastry,INV1045 Mixed pastries,-4140.0,-129.38,THB,supplier_invoices.csv,paid
2026-02-05,expense,Dairy & Pastry,,Bangkok Dairy Co.,-4400.0,-137.5,THB,expenses_2025.csv,weekly milk
2026-02-05,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,revenue,Sales,Customer,Matcha Latte/M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-05,expense,Rent & Utilities,NK Property,Rent,-45000,-1406.25,THB,rent_utilities.txt,
2026-02-05,expense,Coffee Beans,Highland Beans Co.,INV1046 Specialty coffee beans,-3400.0,-106.25,THB,supplier_invoices.csv,paid
2026-02-06,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,17060.0,533.12,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-02-06,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,14374.0,449.19,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-02-08,expense,Dairy & Pastry,,GreenLeaf Pastry,-4500.0,-140.62,THB,expenses_2025.csv,weekly pastry
2026-02-08,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-08,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-09,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1047 Whole milk (litres),-3150.0,-98.44,THB,supplier_invoices.csv,paid
2026-02-10,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Latte/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Latte/L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-10,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-11,expense,Dairy & Pastry,GreenLeaf Pastry,INV1048 Mixed pastries,-3600.0,-112.5,THB,supplier_invoices.csv,paid
2026-02-12,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-12,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-02-12,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-12,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-12,revenue,Sales,Customer,Latte/L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-02-12,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-12,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,expense,Coffee Beans,,Highland Beans Co.,-6800.0,-212.5,THB,expenses_2025.csv,10kg @ 680
2026-02-15,revenue,Sales,Customer,Matcha Latte/M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Latte/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-15,expense,Rent & Utilities,City Water,Water,-800,-25.0,THB,rent_utilities.txt,avg
2026-02-15,expense,Rent & Utilities,City Power,Electric,-7600,-237.5,THB,rent_utilities.txt,
2026-02-15,expense,Rent & Utilities,FastNet,Internet,-1290,-40.31,THB,rent_utilities.txt,
2026-02-16,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1049 Whole milk (litres),-3290.0,-102.81,THB,supplier_invoices.csv,paid
2026-02-18,expense,Other,,Cleaning Plus,-1900.0,-59.38,THB,expenses_2025.csv,
2026-02-18,expense,Coffee Beans,Highland Beans Co.,INV1050 Specialty coffee beans,-5440.0,-170.0,THB,supplier_invoices.csv,paid
2026-02-18,expense,Dairy & Pastry,GreenLeaf Pastry,INV1051 Mixed pastries,-3480.0,-108.75,THB,supplier_invoices.csv,paid
2026-02-19,transfer,Other,TFR 20260219 TRANSFER 0866667788,TFR 20260219 TRANSFER 0866667788,-4500.0,-140.62,THB,bank_statement_abc.csv,outgoing transfer
2026-02-19,expense,Rent & Utilities,CITY POWER ELECTRIC,CITY POWER ELECTRIC,-7900.0,-246.88,THB,bank_statement_abc.csv,
2026-02-20,transfer,Other,TFR 20260220 TRANSFER 0891234567,TFR 20260220 TRANSFER 0891234567,-6800.0,-212.5,THB,bank_statement_abc.csv,outgoing transfer
2026-02-20,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,10213.0,319.16,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-02-21,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Latte/L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Latte L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-02-21,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,transfer,Other,TFR 20260222 TRANSFER 0823344556,TFR 20260222 TRANSFER 0823344556,-4640.0,-145.0,THB,bank_statement_abc.csv,outgoing transfer
2026-02-22,expense,Other,,IG Ads,-3500.0,-109.38,THB,expenses_2025.csv,marketing
2026-02-22,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Iced Latte/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Matcha Latte/M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-02-22,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-02-23,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1052 Whole milk (litres),-4130.0,-129.06,THB,supplier_invoices.csv,paid
2026-02-25,expense,Dairy & Pastry,,Bangkok Dairy Co.,-4500.0,-140.62,THB,expenses_2025.csv,
2026-02-25,expense,Dairy & Pastry,GreenLeaf Pastry,INV1053 Mixed pastries,-4200.0,-131.25,THB,supplier_invoices.csv,paid
2026-02-26,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,11047.0,345.22,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-02-26,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,19206.0,600.19,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-02-28,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,15161.0,473.78,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-02-28,transfer,Other,ATM WITHDRAWAL LINA,ATM WITHDRAWAL LINA,-8000.0,-250.0,THB,bank_statement_abc.csv,owner cash withdrawal
2026-02-28,expense,Payroll,Pim,Payroll 2026-02 s001,-19000.0,-593.75,THB,staff_payroll.csv,
2026-02-28,expense,Payroll,Niran,Payroll 2026-02 s002,-17000.0,-531.25,THB,staff_payroll.csv,
2026-02-28,expense,Payroll,Maya,Payroll 2026-02 s003,-19000.0,-593.75,THB,staff_payroll.csv,cash extra 2500
2026-02-28,expense,Payroll,Boom,Payroll 2026-02 s004,-17000.0,-531.25,THB,staff_payroll.csv,
2026-03-01,memo,Sales,Lina's headline,Monthly revenue summary 2026-03,1020000,31875.0,THB,monthly_revenue.txt,"Lina's own monthly summary — memo only, not summed"
2026-03-02,expense,Rent & Utilities,CITY POWER ELECTRIC,CITY POWER ELECTRIC,-6800.0,-212.5,THB,bank_statement_abc.csv,
2026-03-02,expense,Coffee Beans,,Highland Beans Co.,-6800.0,-212.5,THB,expenses_2025.csv,10kg
2026-03-02,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1054 Whole milk (litres),-3640.0,-113.75,THB,supplier_invoices.csv,paid
2026-03-03,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,14644.0,457.62,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-03-03,transfer,Other,ATM WITHDRAWAL LINA,ATM WITHDRAWAL LINA,-8000.0,-250.0,THB,bank_statement_abc.csv,owner cash withdrawal
2026-03-04,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Cappuccino/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-04,expense,Dairy & Pastry,GreenLeaf Pastry,INV1055 Mixed pastries,-3480.0,-108.75,THB,supplier_invoices.csv,paid
2026-03-05,expense,Dairy & Pastry,,GreenLeaf Pastry,-4800.0,-150.0,THB,expenses_2025.csv,
2026-03-05,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,revenue,Sales,Customer,Latte/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,revenue,Sales,Customer,Americano/L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-05,expense,Rent & Utilities,NK Property,Rent,-45000,-1406.25,THB,rent_utilities.txt,
2026-03-05,expense,Coffee Beans,Highland Beans Co.,INV1056 Specialty coffee beans,-5440.0,-170.0,THB,supplier_invoices.csv,paid
2026-03-06,transfer,Other,TFR 20260306 TRANSFER 0891234567,TFR 20260306 TRANSFER 0891234567,-6800.0,-212.5,THB,bank_statement_abc.csv,outgoing transfer
2026-03-06,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,18335.0,572.97,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-03-08,expense,Rent & Utilities,FASTNET INTERNET,FASTNET INTERNET,-8400.0,-262.5,THB,bank_statement_abc.csv,
2026-03-08,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,12202.0,381.31,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-03-08,expense,Dairy & Pastry,,Bangkok Dairy Co.,-4500.0,-140.62,THB,expenses_2025.csv,
2026-03-08,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Latte/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Latte L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-08,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-09,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1057 Whole milk (litres),-4060.0,-126.88,THB,supplier_invoices.csv,paid
2026-03-10,expense,Other,POS PURCHASE BIGMART 0000123,POS PURCHASE BIGMART 0000123,-933.0,-29.16,THB,bank_statement_abc.csv,
2026-03-10,expense,Rent & Utilities,CITY WATER UTIL,CITY WATER UTIL,-1290.0,-40.31,THB,bank_statement_abc.csv,
2026-03-11,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Iced Latte/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-11,expense,Dairy & Pastry,GreenLeaf Pastry,INV1058 Mixed pastries,-3960.0,-123.75,THB,supplier_invoices.csv,paid
2026-03-12,expense,Other,,Equipment service - espresso machine,-4200.0,-131.25,THB,expenses_2025.csv,
2026-03-15,expense,Coffee Beans,,Highland Beans Co.,-6800.0,-212.5,THB,expenses_2025.csv,10kg
2026-03-15,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Americano/L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
